Fix time interval of version 4.x,,,,,,,,,,,,,,,,,,,,,
,v4.0..v4.0.9,v4.1..v4.1.52,v4.2..v4.2.8,v4.3..v4.3.6,v4.4..v4.4.216,v4.5..v4.5.7,v4.6..v4.6.7,v4.7..v4.7.9,v4.8..v4.8.17,v4.9..v4.9.216,v4.10..v4.10.17,v4.11..v4.11.12,v4.12..v4.12.14,v4.13..v4.13.16,v4.14..v4.14.173,v4.15..v4.15.18,v4.16..v4.16.18,v4.17..v4.17.19,v4.18..v4.18.20,v4.19..v4.19.109,v4.20..v4.20.17
1115,,3,,,2246,,,,,207,,,,,774,,,,632,37242,
1116,,1,,,27743,,,,,1,,,,,10421,,,,4185,33607,
1117,,2792,,,10580,,,,,1,,,,,5905,,,,9608,8770,
1118,,61100,,,46985,,,,,1,,,,,3626,,,,9112,8225,
1119,,31512,,,21138,,,,,1,,,,,6110,,,,1,4394,
1120,,62823,,,91930,,,,,1,,,,,39826,,,,73487,4277,
1121,,14771,,,23503,,,,,112,,,,,10607,,,,522,24985,
1122,,1197,,,118673,,,,,7647,,,,,0,,,,2408,7937,
1123,,5996,,,2762,,,,,2076,,,,,788,,,,35728,10181,
1124,,105703,,,730,,,,,1042,,,,,2,,,,37273,16517,
1125,,129090,,,12537,,,,,801,,,,,0,,,,87728,3250,
1126,,28866,,,7992,,,,,226,,,,,4315,,,,1455,4602,
1127,,70524,,,4993,,,,,1920,,,,,3741,,,,91924,830,
1128,,6,,,85400,,,,,6651,,,,,3182,,,,2,2672,
1129,,23477,,,3749,,,,,269,,,,,643,,,,5655,5104,
1130,,52818,,,2986,,,,,43345,,,,,2949,,,,16572,1630,
1131,,11121,,,74733,,,,,2844,,,,,1869,,,,1234,1910,
1132,,23559,,,28205,,,,,4478,,,,,2636,,,,0,107,
1133,,61613,,,39096,,,,,13241,,,,,1833,,,,2,8096,
1134,,8239,,,13978,,,,,599,,,,,10126,,,,14406,1767,
1135,,20577,,,0,,,,,1876,,,,,8842,,,,31916,500,
1136,,113232,,,5896,,,,,1,,,,,2415,,,,19454,2433,
1137,,205794,,,0,,,,,5157,,,,,23506,,,,75708,1337,
1138,,11937,,,75505,,,,,2447,,,,,19278,,,,14186,44,
1139,,8923,,,4941,,,,,6540,,,,,1885,,,,8312,48,
1140,,70653,,,8799,,,,,0,,,,,3907,,,,1302,36,
1141,,0,,,74949,,,,,1,,,,,311,,,,20299,6289,
1142,,1,,,102510,,,,,5410,,,,,2139,,,,41535,7686,
1143,,1,,,0,,,,,21731,,,,,376,,,,5430,6168,
1144,,102207,,,63530,,,,,41354,,,,,2406,,,,32206,2331,
1145,,0,,,14152,,,,,1447,,,,,11245,,,,62286,3439,
1146,,1,,,2305,,,,,349,,,,,1405,,,,83281,8013,
1147,,0,,,4146,,,,,6306,,,,,0,,,,4637,22970,
1148,,54727,,,2524,,,,,10704,,,,,44862,,,,533,1497,
1149,,17131,,,7864,,,,,16970,,,,,624,,,,1678,12715,
1150,,75067,,,17256,,,,,1985,,,,,8488,,,,1271,5340,
1151,,11648,,,54308,,,,,41086,,,,,827,,,,78507,745,
1152,,2792,,,1,,,,,2624,,,,,8041,,,,46119,2700,
1153,,61814,,,4175,,,,,61,,,,,1075,,,,26545,3291,
1154,,18927,,,63565,,,,,48,,,,,2345,,,,195,113,
1155,,29,,,1375,,,,,148,,,,,2030,,,,13251,261,
1156,,32,,,18338,,,,,220,,,,,1961,,,,21613,1980,
1157,,108374,,,68320,,,,,4590,,,,,268,,,,7335,0,
1158,,74151,,,17991,,,,,2889,,,,,81,,,,4256,0,
1159,,50749,,,550,,,,,1,,,,,14156,,,,2581,0,
1160,,8427,,,1,,,,,2570,,,,,75012,,,,55480,8931,
1161,,15221,,,4,,,,,7782,,,,,44200,,,,279,1299,
1162,,16622,,,10,,,,,1196,,,,,108545,,,,1750,38,
1163,,293,,,2,,,,,1546,,,,,1473,,,,706,1768,
1164,,20700,,,1,,,,,15004,,,,,966,,,,0,43617,
1165,,31425,,,2725,,,,,5481,,,,,6746,,,,1001,2261,
1166,,1363,,,1455,,,,,6050,,,,,10602,,,,62076,2026,
1167,,9507,,,35,,,,,15,,,,,3423,,,,1415,3892,
1168,,3669,,,1027,,,,,26215,,,,,749,,,,305,5645,
1169,,70362,,,57906,,,,,16961,,,,,6456,,,,328,3512,
1170,,4014,,,3572,,,,,4968,,,,,264,,,,200,1805,
1171,,9425,,,2419,,,,,523,,,,,20196,,,,0,3768,
1172,,8946,,,19405,,,,,3220,,,,,1365,,,,254,99,
1173,,148786,,,5443,,,,,3792,,,,,25192,,,,40908,1283,
1174,,98774,,,66866,,,,,27288,,,,,360,,,,35923,28,
1175,,85369,,,18086,,,,,75,,,,,1135,,,,6977,2933,
1176,,7158,,,53415,,,,,72684,,,,,5075,,,,34986,6857,
1177,,62272,,,102165,,,,,6546,,,,,1,,,,55211,3225,
1178,,0,,,2732,,,,,15,,,,,2502,,,,11826,52240,
1179,,20730,,,17104,,,,,46957,,,,,1,,,,1821,2845,
1180,,73349,,,59739,,,,,1377,,,,,6551,,,,1809,237,
1181,,1,,,127,,,,,1,,,,,6381,,,,0,791,
1182,,1014,,,374,,,,,11467,,,,,6264,,,,255486,409,
1183,,613,,,197,,,,,70697,,,,,0,,,,91546,165,
1184,,19844,,,1415,,,,,577,,,,,207,,,,63574,470,
1185,,22908,,,6369,,,,,1,,,,,1349,,,,23409,365,
1186,,47251,,,8780,,,,,4039,,,,,11892,,,,168133,202,
1187,,740,,,1,,,,,11714,,,,,1,,,,7,675,
1188,,75874,,,2,,,,,7107,,,,,3450,,,,,545,
1189,,119090,,,55634,,,,,231,,,,,2341,,,,,3917,
1190,,14351,,,90389,,,,,2574,,,,,6584,,,,,3408,
1191,,243355,,,98169,,,,,1401,,,,,1174,,,,,2822,
1192,,11446,,,10562,,,,,1391,,,,,19830,,,,,4440,
1193,,61992,,,1492,,,,,4491,,,,,14412,,,,,146,
1194,,16639,,,94098,,,,,2928,,,,,0,,,,,1364,
1195,,48654,,,163315,,,,,52316,,,,,9211,,,,,3994,
1196,,10481,,,1,,,,,2545,,,,,1,,,,,381,
1197,,12000,,,1,,,,,1,,,,,10356,,,,,812,
1198,,7018,,,1,,,,,1,,,,,28030,,,,,1,
1199,,63651,,,1,,,,,5209,,,,,2044,,,,,6238,
1200,,14341,,,1,,,,,1,,,,,529,,,,,1,
1201,,26,,,171,,,,,3840,,,,,39871,,,,,7318,
1202,,75264,,,0,,,,,2293,,,,,3,,,,,1,
1203,,3956,,,6013,,,,,372,,,,,2,,,,,2813,
1204,,20185,,,2493,,,,,4421,,,,,913,,,,,7962,
1205,,81471,,,9323,,,,,3,,,,,6845,,,,,6408,
1206,,85441,,,34341,,,,,2,,,,,4294,,,,,27183,
1207,,77229,,,14138,,,,,1,,,,,415,,,,,3734,
1208,,39459,,,2138,,,,,1,,,,,2,,,,,6879,
1209,,32973,,,10813,,,,,1664,,,,,8419,,,,,1245,
1210,,25230,,,7049,,,,,2844,,,,,4177,,,,,78906,
1211,,73753,,,11998,,,,,41970,,,,,3742,,,,,36423,
1212,,19132,,,33152,,,,,24617,,,,,0,,,,,18074,
1213,,72273,,,25515,,,,,1389,,,,,2087,,,,,25525,
1214,,20097,,,19115,,,,,3645,,,,,2319,,,,,23826,
1215,,1,,,4582,,,,,8333,,,,,6443,,,,,4230,
1216,,142426,,,0,,,,,6084,,,,,41317,,,,,13591,
1217,,95975,,,19910,,,,,5098,,,,,949,,,,,1,
1218,,387,,,41030,,,,,12407,,,,,18374,,,,,1599,
1219,,8146,,,3567,,,,,47001,,,,,1184,,,,,7771,
1220,,1,,,22,,,,,2552,,,,,6943,,,,,31287,
1221,,2,,,856,,,,,5257,,,,,64124,,,,,9984,
1222,,0,,,1,,,,,1580,,,,,17191,,,,,2943,
1223,,1,,,1,,,,,7576,,,,,63867,,,,,360,
1224,,17553,,,4,,,,,1015,,,,,6948,,,,,482,
1225,,60299,,,0,,,,,3855,,,,,1,,,,,2561,
1226,,3410,,,1,,,,,4613,,,,,20058,,,,,307,
1227,,0,,,39737,,,,,55777,,,,,25470,,,,,2169,
1228,,1,,,146961,,,,,21817,,,,,1946,,,,,1408,
1229,,17734,,,169736,,,,,4592,,,,,1,,,,,2751,
1230,,47578,,,1483,,,,,8528,,,,,0,,,,,0,
1231,,110347,,,13910,,,,,12395,,,,,1,,,,,504,
1232,,1,,,5294,,,,,68281,,,,,1,,,,,1446,
1233,,1,,,1,,,,,1427,,,,,486,,,,,7717,
1234,,3,,,48687,,,,,141808,,,,,21182,,,,,2,
1235,,8520,,,29864,,,,,0,,,,,16825,,,,,303,
1236,,51927,,,15519,,,,,16324,,,,,505,,,,,1960,
1237,,17840,,,43370,,,,,212,,,,,6875,,,,,151,
1238,,7018,,,20492,,,,,6416,,,,,2845,,,,,1,
1239,,899,,,723,,,,,368,,,,,1689,,,,,58,
1240,,3032,,,1371,,,,,13523,,,,,197,,,,,957,
1241,,170500,,,2882,,,,,6691,,,,,4657,,,,,2583,
1242,,60372,,,16521,,,,,47227,,,,,68024,,,,,447,
1243,,1,,,19440,,,,,780,,,,,8726,,,,,2009,
1244,,1,,,44675,,,,,2622,,,,,3412,,,,,7485,
1245,,8460,,,1232,,,,,0,,,,,993,,,,,969,
1246,,4391,,,78902,,,,,2639,,,,,3071,,,,,7416,
1247,,733,,,4230,,,,,245,,,,,2763,,,,,2364,
1248,,238,,,1749,,,,,2,,,,,10443,,,,,25684,
1249,,208,,,22941,,,,,486,,,,,14984,,,,,250,
1250,,1,,,458,,,,,1204,,,,,5874,,,,,12240,
1251,,1,,,45257,,,,,10798,,,,,14443,,,,,3633,
1252,,1,,,28065,,,,,9198,,,,,16833,,,,,6157,
1253,,1,,,57299,,,,,15146,,,,,9256,,,,,3843,
1254,,1,,,33584,,,,,25415,,,,,1755,,,,,5924,
1255,,112,,,63625,,,,,1,,,,,8,,,,,3172,
1256,,20363,,,70137,,,,,1,,,,,8914,,,,,1352,
1257,,46458,,,0,,,,,1,,,,,2418,,,,,2608,
1258,,4478,,,0,,,,,1136,,,,,1859,,,,,1072,
1259,,13241,,,7845,,,,,7411,,,,,44,,,,,8663,
1260,,85116,,,1408,,,,,1169,,,,,44,,,,,1388,
1261,,1447,,,27706,,,,,30,,,,,260,,,,,0,
1262,,34329,,,8888,,,,,6610,,,,,395,,,,,0,
1263,,45695,,,47136,,,,,605,,,,,2566,,,,,43280,
1264,,61,,,0,,,,,12580,,,,,1268,,,,,1544,
1265,,48,,,9450,,,,,5449,,,,,17664,,,,,2792,
1266,,148,,,10040,,,,,5791,,,,,5044,,,,,180,
1267,,220,,,17622,,,,,0,,,,,10064,,,,,330,
1268,,4590,,,648,,,,,385,,,,,28224,,,,,383,
1269,,2890,,,16996,,,,,1,,,,,1021,,,,,474,
1270,,2570,,,40446,,,,,2777,,,,,785,,,,,10269,
1271,,31009,,,2554,,,,,1,,,,,1496,,,,,593,
1272,,216686,,,29079,,,,,0,,,,,131,,,,,466,
1273,,109809,,,145992,,,,,3854,,,,,3425,,,,,472,
1274,,8810,,,38066,,,,,8228,,,,,328,,,,,322,
1275,,54861,,,0,,,,,1,,,,,263,,,,,2722,
1276,,1,,,0,,,,,6313,,,,,375,,,,,2124,
1277,,1,,,0,,,,,40546,,,,,8231,,,,,2895,
1278,,5209,,,0,,,,,779,,,,,4512,,,,,4929,
1279,,10932,,,0,,,,,5086,,,,,20380,,,,,7229,
1280,,46480,,,50418,,,,,1,,,,,1617,,,,,371,
1281,,37984,,,101033,,,,,1,,,,,24758,,,,,308,
1282,,11182,,,50496,,,,,0,,,,,19108,,,,,11617,
1283,,77388,,,19257,,,,,1,,,,,10448,,,,,10075,
1284,,3855,,,7816,,,,,1,,,,,2341,,,,,21641,
1285,,4613,,,1,,,,,5604,,,,,1703,,,,,8744,
1286,,90714,,,618,,,,,1626,,,,,2650,,,,,26,
1287,,82103,,,5,,,,,6593,,,,,2588,,,,,6030,
1288,,141808,,,12483,,,,,3263,,,,,677,,,,,2464,
1289,,0,,,4978,,,,,515,,,,,612,,,,,2671,
1290,,118735,,,1934,,,,,5894,,,,,817,,,,,614,
1291,,41700,,,35459,,,,,16414,,,,,1044,,,,,1080,
1292,,8610,,,23757,,,,,10994,,,,,3226,,,,,278,
1293,,7215,,,3512,,,,,28524,,,,,5387,,,,,517,
1294,,18029,,,18633,,,,,734,,,,,5213,,,,,389,
1295,,6177,,,2548,,,,,2542,,,,,5696,,,,,1797,
1296,,6632,,,41479,,,,,556,,,,,1386,,,,,195,
1297,,60953,,,1637,,,,,4167,,,,,128,,,,,264,
1298,,13827,,,5840,,,,,1780,,,,,2036,,,,,4227,
1299,,66338,,,7749,,,,,1,,,,,36371,,,,,2869,
1300,,2542,,,3210,,,,,1,,,,,7550,,,,,7455,
1301,,556,,,21697,,,,,0,,,,,3723,,,,,3280,
1302,,7903,,,47180,,,,,2,,,,,29013,,,,,3258,
1303,,5719,,,26148,,,,,1,,,,,151,,,,,11,
1304,,95,,,177956,,,,,1951,,,,,24,,,,,11746,
1305,,89246,,,58753,,,,,3722,,,,,50411,,,,,22447,
1306,,102086,,,16533,,,,,1997,,,,,27188,,,,,0,
1307,,43212,,,1090,,,,,92,,,,,29644,,,,,14874,
1308,,11375,,,4195,,,,,3,,,,,28600,,,,,3979,
1309,,0,,,12651,,,,,81349,,,,,3478,,,,,8172,
1310,,907,,,0,,,,,7897,,,,,4939,,,,,3,
1311,,1,,,0,,,,,102086,,,,,6590,,,,,7,
1312,,577,,,7529,,,,,43212,,,,,824,,,,,1039,
1313,,474,,,43187,,,,,11375,,,,,1730,,,,,114,
1314,,0,,,17633,,,,,0,,,,,3242,,,,,11973,
1315,,0,,,6491,,,,,907,,,,,1,,,,,2052,
1316,,4919,,,77136,,,,,1,,,,,1214,,,,,16784,
1317,,15388,,,1348,,,,,1,,,,,1244,,,,,1,
1318,,22634,,,607,,,,,576,,,,,1619,,,,,2,
1319,,31960,,,78828,,,,,474,,,,,1956,,,,,3,
1320,,10312,,,17322,,,,,0,,,,,0,,,,,42778,
1321,,9327,,,11544,,,,,0,,,,,14583,,,,,12,
1322,,76930,,,317,,,,,162,,,,,0,,,,,28797,
1323,,2236,,,46000,,,,,994,,,,,1037,,,,,1,
1324,,123130,,,27302,,,,,3646,,,,,760,,,,,1,
1325,,63262,,,1,,,,,117,,,,,290,,,,,207,
1326,,194414,,,1,,,,,6370,,,,,59131,,,,,52049,
1327,,47793,,,0,,,,,2532,,,,,2921,,,,,46473,
1328,,1,,,0,,,,,6486,,,,,0,,,,,3272,
1329,,19958,,,0,,,,,2907,,,,,191,,,,,1,
1330,,2020,,,0,,,,,9813,,,,,4,,,,,1,
1331,,25307,,,59908,,,,,9914,,,,,85,,,,,108,
1332,,36509,,,60,,,,,31960,,,,,3,,,,,36615,
1333,,11574,,,99101,,,,,5094,,,,,7039,,,,,466,
1334,,79077,,,64844,,,,,5218,,,,,1012,,,,,1169,
1335,,97651,,,3205,,,,,9327,,,,,1915,,,,,151,
1336,,77599,,,3300,,,,,7730,,,,,1630,,,,,23,
1337,,8483,,,16495,,,,,1,,,,,12309,,,,,3630,
1338,,6422,,,6071,,,,,6437,,,,,1,,,,,1232,
1339,,62809,,,86047,,,,,4637,,,,,51980,,,,,808,
1340,,173908,,,5146,,,,,1,,,,,1,,,,,2387,
1341,,35884,,,77901,,,,,19,,,,,1,,,,,122,
1342,,68969,,,0,,,,,13658,,,,,0,,,,,124,
1343,,18801,,,1973,,,,,44447,,,,,1,,,,,6429,
1344,,47691,,,2006,,,,,2236,,,,,3580,,,,,1592,
1345,,1,,,8361,,,,,11301,,,,,13766,,,,,96,
1346,,1,,,58671,,,,,3965,,,,,15109,,,,,1583,
1347,,7665,,,4120,,,,,17246,,,,,697,,,,,1,
1348,,8558,,,81977,,,,,42260,,,,,44667,,,,,1,
1349,,2474,,,5372,,,,,7922,,,,,5477,,,,,504,
1350,,8906,,,258020,,,,,18169,,,,,1439,,,,,7465,
1351,,7658,,,10842,,,,,22267,,,,,0,,,,,10659,
1352,,150725,,,12400,,,,,3849,,,,,0,,,,,11875,
1353,,86894,,,70894,,,,,36766,,,,,8645,,,,,3602,
1354,,102958,,,1,,,,,22641,,,,,30,,,,,22855,
1355,,57795,,,11182,,,,,6,,,,,1,,,,,3784,
1356,,2927,,,11846,,,,,2237,,,,,2042,,,,,2662,
1357,,4828,,,55599,,,,,1869,,,,,1775,,,,,9614,
1358,,8960,,,594,,,,,23869,,,,,1406,,,,,1041,
1359,,1,,,23722,,,,,1,,,,,17469,,,,,1,
1360,,12244,,,14987,,,,,29786,,,,,18371,,,,,638,
1361,,70293,,,71634,,,,,94098,,,,,10180,,,,,5119,
1362,,4636,,,10741,,,,,12565,,,,,11627,,,,,2,
1363,,5841,,,9965,,,,,22641,,,,,5948,,,,,160,
1364,,70058,,,72238,,,,,7348,,,,,4395,,,,,7265,
1365,,77,,,253240,,,,,37894,,,,,1,,,,,2373,
1366,,44891,,,85168,,,,,9899,,,,,8272,,,,,3464,
1367,,40770,,,1562,,,,,1,,,,,15847,,,,,1972,
1368,,6,,,73456,,,,,6894,,,,,1,,,,,4712,
1369,,41,,,1,,,,,3562,,,,,18578,,,,,2960,
1370,,3975,,,1,,,,,2613,,,,,73110,,,,,5,
1371,,17008,,,3,,,,,6889,,,,,15927,,,,,5991,
1372,,28148,,,1,,,,,1210,,,,,39543,,,,,9117,
1373,,32326,,,492,,,,,810,,,,,0,,,,,44240,
1374,,14989,,,70,,,,,1870,,,,,0,,,,,7944,
1375,,260973,,,1,,,,,23075,,,,,2984,,,,,4224,
1376,,22435,,,101,,,,,362,,,,,28083,,,,,2774,
1377,,42892,,,2,,,,,34844,,,,,14362,,,,,844,
1378,,105447,,,6206,,,,,1665,,,,,32171,,,,,1816,
1379,,4412,,,19875,,,,,9856,,,,,5917,,,,,1079,
1380,,0,,,73435,,,,,1718,,,,,2269,,,,,60,
1381,,1,,,1,,,,,14630,,,,,2801,,,,,2450,
1382,,1,,,226933,,,,,16863,,,,,1167,,,,,1299,
1383,,1690,,,93460,,,,,6916,,,,,641,,,,,3265,
1384,,2,,,6950,,,,,33764,,,,,4321,,,,,1422,
1385,,331,,,80739,,,,,6904,,,,,4615,,,,,4400,
1386,,140243,,,1453,,,,,16695,,,,,392,,,,,8982,
1387,,3162,,,6957,,,,,7439,,,,,1290,,,,,36857,
1388,,19613,,,8166,,,,,3197,,,,,0,,,,,5361,
1389,,12599,,,291,,,,,55960,,,,,2887,,,,,2723,
1390,,116610,,,1,,,,,11652,,,,,0,,,,,689,
1391,,131370,,,1,,,,,2705,,,,,6332,,,,,8258,
1392,,5521,,,1,,,,,8,,,,,3604,,,,,4068,
1393,,127,,,1,,,,,1851,,,,,802,,,,,6477,
1394,,82079,,,1,,,,,75743,,,,,1233,,,,,1111,
1395,,3315,,,3,,,,,787,,,,,8645,,,,,619,
1396,,5944,,,1,,,,,5539,,,,,1307,,,,,5244,
1397,,3259,,,1,,,,,548,,,,,8660,,,,,0,
1398,,82046,,,1,,,,,130,,,,,20693,,,,,1,
1399,,4618,,,1,,,,,1479,,,,,11830,,,,,1,
1400,,0,,,1,,,,,6422,,,,,1498,,,,,7621,
1401,,2,,,2,,,,,2743,,,,,1,,,,,11900,
1402,,1,,,3,,,,,1303,,,,,1,,,,,14108,
1403,,1,,,2,,,,,58763,,,,,1,,,,,11653,
1404,,2963,,,1,,,,,33293,,,,,1217,,,,,0,
1405,,12734,,,1,,,,,461,,,,,3440,,,,,24175,
1406,,34268,,,1,,,,,140154,,,,,1328,,,,,8,
1407,,1,,,5625,,,,,4851,,,,,962,,,,,24478,
1408,,2129,,,4,,,,,31033,,,,,0,,,,,13821,
1409,,10158,,,104191,,,,,457,,,,,0,,,,,7030,
1410,,318,,,4749,,,,,54786,,,,,3350,,,,,26911,
1411,,1,,,494,,,,,13726,,,,,5,,,,,2852,
1412,,4493,,,37168,,,,,11531,,,,,1,,,,,19879,
1413,,8907,,,11860,,,,,7155,,,,,2,,,,,18237,
1414,,10580,,,2711,,,,,115,,,,,1,,,,,1,
1415,,24171,,,0,,,,,5027,,,,,7778,,,,,12823,
1416,,39760,,,15839,,,,,369,,,,,9649,,,,,1421,
1417,,281,,,50908,,,,,42295,,,,,11802,,,,,39431,
1418,,12913,,,34225,,,,,1,,,,,23293,,,,,27115,
1419,,2959,,,733,,,,,1,,,,,26414,,,,,4903,
1420,,5027,,,1,,,,,1,,,,,1909,,,,,801,
1421,,247355,,,0,,,,,1,,,,,1939,,,,,1,
1422,,8620,,,1,,,,,728,,,,,3562,,,,,42564,
1423,,2645,,,1,,,,,6935,,,,,1071,,,,,4594,
1424,,70681,,,1,,,,,1230,,,,,1,,,,,13176,
1425,,73304,,,4,,,,,6725,,,,,1,,,,,19693,
1426,,1812,,,4689,,,,,603,,,,,533,,,,,45476,
1427,,3802,,,50704,,,,,329,,,,,1,,,,,33651,
1428,,21958,,,189,,,,,2145,,,,,7142,,,,,50289,
1429,,10894,,,1,,,,,1488,,,,,1608,,,,,281,
1430,,8608,,,190329,,,,,7418,,,,,1,,,,,409,
1431,,44984,,,1344,,,,,7658,,,,,1955,,,,,451,
1432,,13059,,,270,,,,,5943,,,,,127,,,,,0,
1433,,16556,,,3104,,,,,45687,,,,,5772,,,,,193,
1434,,6753,,,68232,,,,,5802,,,,,14524,,,,,283,
1435,,3457,,,957,,,,,5566,,,,,50173,,,,,201,
1436,,46884,,,0,,,,,2582,,,,,4630,,,,,127,
1437,,46928,,,1104,,,,,2262,,,,,0,,,,,339,
1438,,111097,,,14,,,,,22646,,,,,189,,,,,128,
1439,,116243,,,8000,,,,,47177,,,,,2800,,,,,0,
1440,,265,,,2690,,,,,13060,,,,,2358,,,,,167,
1441,,72495,,,5711,,,,,37333,,,,,0,,,,,130,
1442,,17875,,,9,,,,,38278,,,,,1,,,,,126,
1443,,2063,,,42,,,,,11283,,,,,0,,,,,140,
1444,,206,,,10456,,,,,89059,,,,,0,,,,,8928,
1445,,15893,,,47950,,,,,13899,,,,,5341,,,,,3177,
1446,,43562,,,19081,,,,,369,,,,,35,,,,,25200,
1447,,111661,,,0,,,,,55839,,,,,759,,,,,57543,
1448,,9465,,,3594,,,,,1587,,,,,4300,,,,,8753,
1449,,57554,,,0,,,,,852,,,,,9385,,,,,10568,
1450,,290916,,,1,,,,,2075,,,,,1624,,,,,246,
1451,,71744,,,1,,,,,2611,,,,,925,,,,,27908,
1452,,75230,,,747,,,,,408,,,,,0,,,,,198,
1453,,11046,,,301,,,,,1809,,,,,56211,,,,,150,
1454,,1,,,350,,,,,6690,,,,,12569,,,,,146,
1455,,9055,,,0,,,,,2270,,,,,15085,,,,,4,
1456,,12620,,,19002,,,,,1,,,,,910,,,,,2685,
1457,,63413,,,1894,,,,,616,,,,,16746,,,,,1,
1458,,1219,,,41353,,,,,1657,,,,,47379,,,,,1,
1459,,69406,,,1,,,,,2343,,,,,5759,,,,,1,
1460,,11475,,,1,,,,,7628,,,,,20922,,,,,2,
1461,,27,,,10405,,,,,1654,,,,,71335,,,,,1,
1462,,2996,,,305,,,,,51639,,,,,54978,,,,,1,
1463,,64366,,,4317,,,,,3641,,,,,10856,,,,,21457,
1464,,0,,,5703,,,,,13359,,,,,1470,,,,,34925,
1465,,104442,,,0,,,,,2186,,,,,8761,,,,,2932,
1466,,25863,,,2,,,,,2450,,,,,428,,,,,23380,
1467,,27479,,,1,,,,,2343,,,,,1,,,,,2,
1468,,31206,,,1,,,,,2736,,,,,713,,,,,37376,
1469,,16321,,,1,,,,,762,,,,,1669,,,,,186,
1470,,61945,,,2,,,,,527,,,,,2,,,,,8459,
1471,,18221,,,4,,,,,2029,,,,,12156,,,,,2791,
1472,,12408,,,1,,,,,1482,,,,,7304,,,,,32,
1473,,587,,,1,,,,,1,,,,,12915,,,,,2,
1474,,8847,,,1,,,,,3933,,,,,33486,,,,,2221,
1475,,48925,,,12079,,,,,60429,,,,,16536,,,,,2618,
1476,,12266,,,1,,,,,1657,,,,,3016,,,,,1086,
1477,,68515,,,4535,,,,,77,,,,,1030,,,,,30266,
1478,,0,,,64070,,,,,30346,,,,,1360,,,,,44900,
1479,,11314,,,5948,,,,,1,,,,,0,,,,,900,
1480,,2823,,,191684,,,,,1,,,,,3801,,,,,139,
1481,,244,,,55821,,,,,14543,,,,,6767,,,,,548,
1482,,1661,,,4366,,,,,36053,,,,,4183,,,,,1263,
1483,,73723,,,20010,,,,,297,,,,,33848,,,,,3940,
1484,,93810,,,0,,,,,4420,,,,,7264,,,,,17109,
1485,,38751,,,1,,,,,6,,,,,15471,,,,,67896,
1486,,49818,,,1,,,,,41,,,,,2308,,,,,897,
1487,,7436,,,0,,,,,91,,,,,4041,,,,,5367,
1488,,3349,,,69777,,,,,50,,,,,764,,,,,3668,
1489,,245126,,,5369,,,,,3834,,,,,1489,,,,,20812,
1490,,92,,,482,,,,,13081,,,,,4876,,,,,210,
1491,,72661,,,2793,,,,,368,,,,,7,,,,,5819,
1492,,1,,,3,,,,,3559,,,,,22,,,,,67376,
1493,,21398,,,492,,,,,12123,,,,,8520,,,,,20377,
1494,,1630,,,61193,,,,,16025,,,,,18658,,,,,13817,
1495,,28481,,,1,,,,,30851,,,,,40961,,,,,30733,
1496,,71,,,1,,,,,1475,,,,,6520,,,,,310,
1497,,75,,,2,,,,,14989,,,,,4175,,,,,1664,
1498,,55,,,1,,,,,3354,,,,,4286,,,,,835,
1499,,42290,,,1,,,,,1670,,,,,1886,,,,,813,
1500,,7750,,,9923,,,,,1757,,,,,927,,,,,7254,
1501,,5,,,15183,,,,,63932,,,,,19,,,,,811,
1502,,302890,,,1,,,,,190260,,,,,0,,,,,14486,
1503,,30943,,,1,,,,,22435,,,,,0,,,,,1,
1504,,3095,,,1,,,,,42892,,,,,0,,,,,1814,
1505,,265,,,1,,,,,9625,,,,,1,,,,,42676,
1506,,41294,,,2792,,,,,7899,,,,,2932,,,,,20391,
1507,,1,,,705,,,,,1,,,,,3047,,,,,417,
1508,,55456,,,8461,,,,,784,,,,,273,,,,,4042,
1509,,74984,,,51934,,,,,1225,,,,,2010,,,,,4788,
1510,,99855,,,14993,,,,,19845,,,,,190,,,,,12475,
1511,,9754,,,8190,,,,,2670,,,,,1413,,,,,1,
1512,,107939,,,7381,,,,,33607,,,,,978,,,,,2,
1513,,54173,,,948,,,,,0,,,,,655,,,,,6712,
1514,,144537,,,62823,,,,,16455,,,,,1121,,,,,10742,
1515,,0,,,6321,,,,,7216,,,,,697,,,,,31359,
1516,,0,,,8450,,,,,5859,,,,,66,,,,,4214,
1517,,93416,,,1197,,,,,13,,,,,5031,,,,,1460,
1518,,14078,,,5018,,,,,248,,,,,4201,,,,,4188,
1519,,14544,,,978,,,,,20,,,,,3794,,,,,5782,
1520,,1,,,105703,,,,,4391,,,,,40251,,,,,664,
1521,,62175,,,129090,,,,,1,,,,,3127,,,,,12882,
1522,,17550,,,1553,,,,,0,,,,,9481,,,,,171,
1523,,6710,,,27313,,,,,1,,,,,296,,,,,0,
1524,,6282,,,52848,,,,,1,,,,,3582,,,,,542,
1525,,17519,,,4238,,,,,1692,,,,,3250,,,,,17860,
1526,,41140,,,13430,,,,,331,,,,,1,,,,,305,
1527,,346284,,,8,,,,,3349,,,,,1,,,,,30250,
1528,,1,,,6,,,,,1,,,,,1,,,,,11839,
1529,,38306,,,1302,,,,,25324,,,,,2,,,,,3165,
1530,,52394,,,22175,,,,,38799,,,,,1,,,,,5770,
1531,,78261,,,40860,,,,,3145,,,,,2,,,,,9930,
1532,,31202,,,11958,,,,,18722,,,,,7728,,,,,11518,
1533,,25016,,,11121,,,,,8543,,,,,4643,,,,,1052,
